Mac Adress;Date_Nom;label_Balise;lat;long;Name;Description
08:70:45:95:c4:c3;23/10/2015 10:52;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
08:70:45:95:c4:c3;23/10/2015 11:01;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
08:70:45:95:c4:c3;23/10/2015 11:09;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
08:70:45:9b:9c:71;23/10/2015 16:28;CELIO;48.84811401;2.282833576;zone18;celio
08:70:45:9b:9c:71;23/10/2015 16:38;CELIO;48.84811401;2.282833576;zone18;celio
08:70:45:9b:9c:71;23/10/2015 17:02;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
08:70:45:9f:8e:72;23/10/2015 19:19;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
08:70:45:9f:8e:72;23/10/2015 19:37;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
08:70:45:a6:aa:6b;23/10/2015 11:06;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
08:70:45:a6:aa:6b;23/10/2015 11:30;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
08:70:45:a6:f8:6e;23/10/2015 13:29;GUERIN JOAILLERIE;48.84787369;2.282819271;zone9;devialet -guerin
08:70:45:b6:16:e8;23/10/2015 17:08;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
08:70:45:b6:16:e8;23/10/2015 17:22;LOLLIPOPS;48.84766769;2.283406973;zone5;Lollipops
08:70:45:bd:65:94;23/10/2015 11:34;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
08:70:45:bd:65:94;23/10/2015 11:47;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
08:70:45:bd:91:75;23/10/2015 13:33;ZARA;48.84843063;2.282493115;zone15;zara
08:70:45:bd:91:75;23/10/2015 13:47;ZARA;48.84843063;2.282493115;zone15;zara
08:70:45:c4:ff:34;23/10/2015 13:20;JACADI;48.84767151;2.283523797;zone4;jacadi
08:70:45:c6:56:a7;23/10/2015 13:29;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
08:70:45:c7:a5:12;23/10/2015 13:44;TOMMY HILFIGER;48.84824371;2.282747984;zone17;tommy hilfiger
08:70:45:c7:a5:12;23/10/2015 13:55;TOMMY HILFIGER;48.84824371;2.282747984;zone17;tommy hilfiger
08:70:45:ca:cc:bf;23/10/2015 13:35;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
08:70:45:ca:cc:bf;23/10/2015 13:50;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
08:ed:b9:f7:f1:df;23/10/2015 14:04;ERIC KAYSER;48.8476181;2.283736229;zone 2;Restauration - Détente
0C:89:10:CE:A2:32;23/10/2015 10:18;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
0C:89:10:CE:A2:32;23/10/2015 10:23;BERENICE;48.84782028;2.282927513;zone8;BNAIL - BERENICE
0C:89:10:CE:A2:32;23/10/2015 10:31;ZARA;48.84843063;2.282493115;zone15;zara
0c:14:20:12:86:47;23/10/2015 18:50;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
0c:14:20:12:86:47;23/10/2015 18:53;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
0c:14:20:5f:34:b5;23/10/2015 16:27;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
0c:14:20:5f:34:b5;23/10/2015 16:37;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
0c:14:20:5f:34:b5;23/10/2015 16:52;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
0c:14:20:5f:34:b5;23/10/2015 17:01;LACOSTE;48.84802628;2.282550335;zone11;louis pion - lacoste
0c:14:20:5f:56:29;23/10/2015 15:54;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
0c:14:20:5f:56:29;23/10/2015 15:59;BERENICE;48.84782028;2.282927513;zone8;BNAIL - BERENICE
0c:14:20:5f:56:29;23/10/2015 16:05;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
0c:14:20:5f:56:29;23/10/2015 16:07;GUERIN JOAILLERIE;48.84787369;2.282819271;zone9;devialet -guerin
0c:14:20:5f:56:29;23/10/2015 16:16;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
0c:14:20:76:e5:39;23/10/2015 12:55;LOLLIPOPS;48.84766769;2.283406973;zone5;Lollipops
0c:30:21:10:d9:46;23/10/2015 18:36;LOLLIPOPS;48.84766769;2.283406973;zone5;Lollipops
0c:30:21:23:47:5b;23/10/2015 18:22;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
0c:30:21:23:47:5b;23/10/2015 18:32;JACADI;48.84767151;2.283523797;zone4;jacadi
0c:30:21:3a:83:13;23/10/2015 18:23;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
0c:30:21:3a:83:13;23/10/2015 18:28;THE KOOPLES SPORT;48.84792328;2.282670736;zone10;the koopple sport
0c:30:21:43:8b:ab;23/10/2015 18:29;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
0c:30:21:43:8b:ab;23/10/2015 18:33;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
0c:30:21:86:b8:1c;23/10/2015 18:06;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
0c:30:21:86:b8:1c;23/10/2015 18:12;TOMMY HILFIGER;48.84824371;2.282747984;zone17;tommy hilfiger
0c:30:21:86:b8:1c;23/10/2015 18:19;JACADI;48.84767151;2.283523797;zone4;jacadi
0c:30:21:89:9d:59;23/10/2015 19:21;BNAILS;48.84773636;2.283097505;zone8;BNAIL - BERENICE
0c:30:21:89:9d:59;23/10/2015 19:46;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
0c:30:21:89:9d:59;23/10/2015 19:49;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
0c:30:21:8b:34:02;23/10/2015 14:06;ZARA;48.84843063;2.282493115;zone15;zara
0c:30:21:8b:34:02;23/10/2015 14:21;CELIO;48.84811401;2.282833576;zone18;celio
0c:30:21:8b:34:02;23/10/2015 14:40;LACOSTE;48.84802628;2.282550335;zone11;louis pion - lacoste
0c:30:21:8b:34:02;23/10/2015 19:23;LOLLIPOPS;48.84766769;2.283406973;zone5;Lollipops
0c:30:21:8c:81:b9;23/10/2015 17:16;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
0c:30:21:8c:81:b9;23/10/2015 17:21;TOMMY HILFIGER;48.84824371;2.282747984;zone17;tommy hilfiger
0c:30:21:8c:81:b9;23/10/2015 17:28;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
0c:30:21:8c:81:b9;23/10/2015 17:32;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
0c:30:21:8d:0c:59;23/10/2015 17:16;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
0c:30:21:8d:0c:59;23/10/2015 17:26;CECILE & JEANNE;48.84770966;2.283169031;zone7;celine & jeanne
0c:30:21:8d:0c:59;23/10/2015 17:28;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
0c:30:21:8d:0c:59;23/10/2015 17:36;LOLLIPOPS;48.84766769;2.283406973;zone5;Lollipops
0c:30:21:8d:17:fb;23/10/2015 19:07;ZARA;48.84843063;2.282493115;zone15;zara
0c:30:21:8d:17:fb;23/10/2015 19:41;TOMMY HILFIGER;48.84824371;2.282747984;zone17;tommy hilfiger
0c:30:21:8d:44:25;23/10/2015 11:32;EXKI;48.84757996;2.283505917;zone 3;Grand Optical
0c:30:21:8d:48:cc;23/10/2015 18:31;TOMMY HILFIGER;48.84824371;2.282747984;zone17;tommy hilfiger
0c:30:21:8d:ac:6a;23/10/2015 11:32;LOUIS PION;48.84797669;2.282607317;zone11;louis pion - lacoste
0c:30:21:8f:30:9f;23/10/2015 11:55;ZARA;48.84843063;2.282493115;zone15;zara
0c:30:21:8f:37:05;23/10/2015 12:45;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
0c:30:21:90:99:34;23/10/2015 11:42;GUERIN JOAILLERIE;48.84787369;2.282819271;zone9;devialet -guerin
0c:30:21:90:99:34;23/10/2015 11:49;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
0c:30:21:91:f1:fd;23/10/2015 17:39;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
0c:30:21:91:f1:fd;23/10/2015 17:42;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
0c:30:21:92:35:eb;23/10/2015 18:36;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
0c:30:21:92:53:9f;23/10/2015 11:42;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
0c:30:21:94:e4:2a;23/10/2015 12:56;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
0c:30:21:96:1c:bb;23/10/2015 16:33;CELIO;48.84811401;2.282833576;zone18;celio
0c:30:21:96:1c:bb;23/10/2015 17:01;CECILE & JEANNE;48.84770966;2.283169031;zone7;celine & jeanne
0c:30:21:96:1c:bb;23/10/2015 17:09;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
0c:30:21:96:7e:31;23/10/2015 17:15;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
0c:30:21:96:7e:31;23/10/2015 17:25;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
0c:30:21:96:8c:a5;23/10/2015 18:58;JACADI;48.84767151;2.283523797;zone4;jacadi
0c:30:21:97:71:24;23/10/2015 19:52;LOUIS PION;48.84797669;2.282607317;zone11;louis pion - lacoste
0c:30:21:9a:39:6b;23/10/2015 14:04;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
0c:30:21:9a:39:6b;23/10/2015 14:24;LOLLIPOPS;48.84766769;2.283406973;zone5;Lollipops
0c:30:21:9a:39:6b;23/10/2015 14:42;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
0c:30:21:9a:b6:98;23/10/2015 15:55;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
0c:30:21:9b:72:c0;23/10/2015 14:27;LACOSTE;48.84802628;2.282550335;zone11;louis pion - lacoste
0c:30:21:9b:72:c0;23/10/2015 15:05;LACOSTE;48.84802628;2.282550335;zone11;louis pion - lacoste
0c:30:21:9b:9d:ca;23/10/2015 19:09;LOUIS PION;48.84797669;2.282607317;zone11;louis pion - lacoste
0c:30:21:9d:6c:86;23/10/2015 15:16;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
0c:30:21:a1:2c:9a;23/10/2015 15:55;ZARA;48.84843063;2.282493115;zone15;zara
0c:30:21:a1:aa:25;23/10/2015 15:31;DEVIALET;48.84785461;2.282766581;zone9;devialet -guerin
0c:30:21:a1:b0:0d;23/10/2015 14:01;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
0c:30:21:a1:b0:0d;23/10/2015 14:35;CECILE & JEANNE;48.84770966;2.283169031;zone7;celine & jeanne
0c:30:21:a1:b0:0d;23/10/2015 19:23;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
0c:30:21:a1:de:72;23/10/2015 14:15;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
0c:30:21:a1:de:72;23/10/2015 14:25;LOUIS PION;48.84797669;2.282607317;zone11;louis pion - lacoste
0c:30:21:a1:de:72;23/10/2015 14:30;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
0c:30:21:a1:de:72;23/10/2015 15:03;LOUIS PION;48.84797669;2.282607317;zone11;louis pion - lacoste
0c:30:21:a1:de:72;23/10/2015 19:27;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
0c:30:21:a1:de:72;23/10/2015 19:32;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
0c:30:21:a5:55:86;23/10/2015 13:26;ERIC KAYSER;48.8476181;2.283736229;zone 2;Restauration - Détente
0c:30:21:a5:d5:a2;23/10/2015 13:42;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
0c:30:21:a5:d5:a2;23/10/2015 13:53;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
0c:30:21:a6:81:d1;23/10/2015 14:58;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
0c:30:21:a6:81:d1;23/10/2015 15:12;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
0c:30:21:a6:81:d1;23/10/2015 15:25;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
0c:30:21:a7:81:6c;23/10/2015 15:34;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
0c:30:21:a7:81:6c;23/10/2015 15:45;TOMMY HILFIGER;48.84824371;2.282747984;zone17;tommy hilfiger
0c:30:21:a7:81:6c;23/10/2015 15:51;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
0c:30:21:a7:81:6c;23/10/2015 16:02;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
0c:30:21:d5:ad:0f;23/10/2015 18:52;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
0c:30:21:d5:ad:0f;23/10/2015 18:58;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
0c:30:21:da:23:fc;23/10/2015 16:19;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
0c:30:21:dc:31:6e;23/10/2015 12:58;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
0c:30:21:dc:7c:0f;23/10/2015 10:29;CELIO;48.84811401;2.282833576;zone18;celio
0c:30:21:df:95:0f;23/10/2015 18:27;BNAILS;48.84773636;2.283097505;zone8;BNAIL - BERENICE
0c:30:21:e0:66:25;23/10/2015 11:34;BERENICE;48.84782028;2.282927513;zone8;BNAIL - BERENICE
0c:30:21:e0:66:25;23/10/2015 11:47;JACADI;48.84767151;2.283523797;zone4;jacadi
0c:30:21:e2:df:29;23/10/2015 16:13;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
0c:30:21:e2:df:29;23/10/2015 16:25;ZARA;48.84843063;2.282493115;zone15;zara
0c:30:21:e5:04:23;23/10/2015 11:40;CELIO;48.84811401;2.282833576;zone18;celio
0c:30:21:e5:04:23;23/10/2015 11:43;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
0c:30:21:e5:04:23;23/10/2015 11:48;CECILE & JEANNE;48.84770966;2.283169031;zone7;celine & jeanne
0c:30:21:e5:04:23;23/10/2015 11:52;ERIC KAYSER;48.8476181;2.283736229;zone 2;Restauration - Détente
0c:30:21:e6:44:51;23/10/2015 13:36;CELIO;48.84811401;2.282833576;zone18;celio
0c:30:21:e6:52:91;23/10/2015 18:27;THE KOOPLES SPORT;48.84792328;2.282670736;zone10;the koopple sport
0c:30:21:e6:d4:98;23/10/2015 12:09;LOUIS PION;48.84797669;2.282607317;zone11;louis pion - lacoste
0c:30:21:e6:e2:5e;23/10/2015 13:40;ERIC KAYSER;48.8476181;2.283736229;zone 2;Restauration - Détente
0c:30:21:e6:ec:45;23/10/2015 12:35;ERIC KAYSER;48.8476181;2.283736229;zone 2;Restauration - Détente
0c:30:21:e9:d7:7c;23/10/2015 18:36;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
0c:30:21:ea:6a:dd;23/10/2015 11:41;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
0c:30:21:ea:6a:dd;23/10/2015 11:44;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
0c:3e:9f:1f:9c:e6;23/10/2015 18:23;CELIO;48.84811401;2.282833576;zone18;celio
0c:3e:9f:1f:9c:e6;23/10/2015 18:35;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
0c:71:5d:0f:29:8e;23/10/2015 13:27;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
0c:71:5d:48:7f:3b;23/10/2015 13:29;THE KOOPLES SPORT;48.84792328;2.282670736;zone10;the koopple sport
0c:71:5d:a5:74:8f;23/10/2015 13:35;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
0c:74:c2:00:1e:27;23/10/2015 16:17;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
0c:74:c2:00:1e:27;23/10/2015 16:25;CELIO;48.84811401;2.282833576;zone18;celio
0c:74:c2:00:1e:27;23/10/2015 16:30;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
0c:74:c2:02:50:64;23/10/2015 16:47;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
0c:74:c2:02:50:64;23/10/2015 17:07;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
0c:74:c2:0b:c3:33;23/10/2015 10:45;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
0c:74:c2:10:b0:2d;23/10/2015 12:53;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
0c:74:c2:2f:9d:a8;23/10/2015 13:39;LOLLIPOPS;48.84766769;2.283406973;zone5;Lollipops
0c:74:c2:3b:9c:56;23/10/2015 13:25;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
0c:74:c2:3b:9c:56;23/10/2015 13:30;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
0c:74:c2:3b:e6:7d;23/10/2015 10:23;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
0c:74:c2:3b:e6:7d;23/10/2015 10:35;ZARA;48.84843063;2.282493115;zone15;zara
0c:74:c2:3b:e6:7d;23/10/2015 11:06;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
0c:74:c2:3c:aa:c2;23/10/2015 16:30;BNAILS;48.84773636;2.283097505;zone8;BNAIL - BERENICE
0c:74:c2:3c:c4:6f;23/10/2015 16:30;ERIC KAYSER;48.8476181;2.283736229;zone 2;Restauration - Détente
0c:74:c2:47:6a:38;23/10/2015 17:17;LACOSTE;48.84802628;2.282550335;zone11;louis pion - lacoste
0c:74:c2:64:67:ea;23/10/2015 13:34;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
0c:74:c2:64:67:ea;23/10/2015 13:49;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
0c:74:c2:67:68:4e;23/10/2015 14:08;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
0c:74:c2:67:68:4e;23/10/2015 14:23;BNAILS;48.84773636;2.283097505;zone8;BNAIL - BERENICE
0c:74:c2:67:68:4e;23/10/2015 14:42;BERENICE;48.84782028;2.282927513;zone8;BNAIL - BERENICE
0c:74:c2:67:68:4e;23/10/2015 19:25;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
0c:74:c2:7a:00:14;23/10/2015 10:33;CECILE & JEANNE;48.84770966;2.283169031;zone7;celine & jeanne
0c:74:c2:7a:00:14;23/10/2015 10:37;LOLLIPOPS;48.84766769;2.283406973;zone5;Lollipops
0c:74:c2:7a:00:14;23/10/2015 10:43;CECILE & JEANNE;48.84770966;2.283169031;zone7;celine & jeanne
0c:74:c2:7a:00:14;23/10/2015 10:45;TOMMY HILFIGER;48.84824371;2.282747984;zone17;tommy hilfiger
0c:74:c2:7a:00:14;23/10/2015 10:50;ZARA;48.84843063;2.282493115;zone15;zara
0c:74:c2:7a:00:14;23/10/2015 10:54;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
0c:74:c2:93:90:5e;23/10/2015 17:56;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
0c:74:c2:a8:43:43;23/10/2015 18:46;CELIO;48.84811401;2.282833576;zone18;celio
0c:74:c2:c0:e2:5e;23/10/2015 14:25;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
0c:74:c2:c0:e2:5e;23/10/2015 14:39;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
0c:74:c2:c0:e2:5e;23/10/2015 19:31;ZARA;48.84843063;2.282493115;zone15;zara
0c:77:1a:01:ab:58;23/10/2015 17:14;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
0c:77:1a:01:ab:58;23/10/2015 17:19;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
0c:77:1a:06:d1:aa;23/10/2015 17:36;LACOSTE;48.84802628;2.282550335;zone11;louis pion - lacoste
0c:77:1a:07:2a:33;23/10/2015 16:44;JACADI;48.84767151;2.283523797;zone4;jacadi
0c:77:1a:07:2a:33;23/10/2015 17:12;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
0c:77:1a:0a:04:8a;23/10/2015 14:56;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
0c:77:1a:0a:04:8a;23/10/2015 15:00;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
0c:77:1a:0a:04:8a;23/10/2015 15:14;CECILE & JEANNE;48.84770966;2.283169031;zone7;celine & jeanne
0c:77:1a:0a:04:8a;23/10/2015 15:23;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
0c:77:1a:0a:3b:3d;23/10/2015 11:30;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
0c:77:1a:0d:83:66;23/10/2015 12:55;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
0c:77:1a:0e:70:11;23/10/2015 18:12;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
0c:77:1a:0e:70:11;23/10/2015 18:19;CECILE & JEANNE;48.84770966;2.283169031;zone7;celine & jeanne
0c:77:1a:0f:0e:f7;23/10/2015 13:25;THE KOOPLES SPORT;48.84792328;2.282670736;zone10;the koopple sport
0c:77:1a:10:51:f1;23/10/2015 12:09;LACOSTE;48.84802628;2.282550335;zone11;louis pion - lacoste
0c:77:1a:1b:9c:4d;23/10/2015 17:53;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
0c:77:1a:20:f6:e0;23/10/2015 11:22;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
0c:77:1a:21:80:0e;23/10/2015 18:24;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
0c:77:1a:21:80:0e;23/10/2015 18:29;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
0c:77:1a:21:80:0e;23/10/2015 18:34;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
0c:77:1a:24:af:04;23/10/2015 13:41;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
0c:77:1a:24:af:04;23/10/2015 13:52;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
0c:77:1a:2c:db:b6;23/10/2015 16:32;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
0c:77:1a:31:6e:ff;23/10/2015 14:06;LACOSTE;48.84802628;2.282550335;zone11;louis pion - lacoste
0c:77:1a:31:6e:ff;23/10/2015 14:21;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
0c:77:1a:31:6e:ff;23/10/2015 14:40;DEVIALET;48.84785461;2.282766581;zone9;devialet -guerin
0c:77:1a:32:cd:fb;23/10/2015 15:54;CELIO;48.84811401;2.282833576;zone18;celio
0c:77:1a:32:cd:fb;23/10/2015 15:59;CELIO;48.84811401;2.282833576;zone18;celio
0c:77:1a:32:cd:fb;23/10/2015 16:04;CELIO;48.84811401;2.282833576;zone18;celio
0c:77:1a:32:cd:fb;23/10/2015 16:07;CECILE & JEANNE;48.84770966;2.283169031;zone7;celine & jeanne
0c:77:1a:32:cd:fb;23/10/2015 16:11;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
0c:77:1a:32:cd:fb;23/10/2015 16:15;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
0c:77:1a:36:19:7b;23/10/2015 14:38;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
0c:77:1a:36:19:7b;23/10/2015 19:31;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
0c:77:1a:b7:b4:be;23/10/2015 18:42;CECILE & JEANNE;48.84770966;2.283169031;zone7;celine & jeanne
0c:77:1a:b7:b4:be;23/10/2015 18:47;EXKI;48.84757996;2.283505917;zone 3;Grand Optical
0c:77:1a:b8:fc:d7;23/10/2015 15:10;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
0c:77:1a:bc:b5:ce;23/10/2015 16:49;BNAILS;48.84773636;2.283097505;zone8;BNAIL - BERENICE
0c:77:1a:bc:b5:ce;23/10/2015 17:12;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
0c:77:1a:bd:6c:dc;23/10/2015 13:27;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
0c:77:1a:c0:ae:c7;23/10/2015 14:54;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
0c:77:1a:c0:ae:c7;23/10/2015 15:21;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
0c:77:1a:c2:f8:09;23/10/2015 14:31;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
0c:77:1a:c3:67:fc;23/10/2015 14:58;CECILE & JEANNE;48.84770966;2.283169031;zone7;celine & jeanne
0c:77:1a:c3:67:fc;23/10/2015 15:11;CELIO;48.84811401;2.282833576;zone18;celio
0c:77:1a:c3:67:fc;23/10/2015 15:25;CECILE & JEANNE;48.84770966;2.283169031;zone7;celine & jeanne
0c:77:1a:c5:0b:8b;23/10/2015 11:28;ZARA;48.84843063;2.282493115;zone15;zara
0c:77:1a:c5:0b:8b;23/10/2015 11:33;JACADI;48.84767151;2.283523797;zone4;jacadi
0c:77:1a:c6:7d:8e;23/10/2015 19:00;LACOSTE;48.84802628;2.282550335;zone11;louis pion - lacoste
0c:77:1a:c6:7d:8e;23/10/2015 19:03;ERIC KAYSER;48.8476181;2.283736229;zone 2;Restauration - Détente
0c:77:1a:c6:7d:8e;23/10/2015 19:07;DEVIALET;48.84785461;2.282766581;zone9;devialet -guerin
0c:77:1a:d5:9a:dc;23/10/2015 10:37;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
0c:77:1a:d5:9a:dc;23/10/2015 10:46;JACADI;48.84767151;2.283523797;zone4;jacadi
0c:77:1a:d5:9a:dc;23/10/2015 10:50;ERIC KAYSER;48.8476181;2.283736229;zone 2;Restauration - Détente
0c:77:1a:d5:9a:dc;23/10/2015 10:54;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
0c:77:1a:d6:d0:14;23/10/2015 10:09;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
0c:77:1a:d6:d0:14;23/10/2015 10:16;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
0c:77:1a:dd:b6:a4;23/10/2015 12:50;CELIO;48.84811401;2.282833576;zone18;celio
0c:77:1a:dd:b6:a4;23/10/2015 12:55;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
0c:77:1a:df:bd:b9;23/10/2015 15:41;ERIC KAYSER;48.8476181;2.283736229;zone 2;Restauration - Détente
0c:77:1a:df:bd:b9;23/10/2015 15:50;ZARA;48.84843063;2.282493115;zone15;zara
0c:77:1a:e0:bd:1e;23/10/2015 12:07;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
